game,link,platforms,difficulty,time_needed,platinum_rarity,views,guide_rating,guide_rating_count,user_favourites
Destroy All Humans! 2 Reprobed,https://psnprofiles.com/guide/15140-destroy-all-humans-2-reprobed-trophy-guide,PS5,3/10,20,20.59%,"94,304",5/5,11,80
Cooking Mama: Cookstar,https://psnprofiles.com/guide/15594-cooking-mama-cookstar-trophy-guide,PS4,3/10,10,20.68%,"5,592",,0,7
River City Girls 2,https://psnprofiles.com/guide/16027-river-city-girls-2-trophy-guide,PS4,3/10,30,20.78%,"15,873",,0,16
Prince of Persia: The Sands of Time,https://psnprofiles.com/guide/71-prince-of-persia-the-sands-of-time-trophy-guide,PS3,3/10,10,20.82%,"39,793",5/5,20,118
Wild Arms,https://psnprofiles.com/guide/14563-wild-arms-trophy-guide,PS4,3/10,35,20.83%,"72,688",5/5,6,60
Atelier Sophie: The Alchemist of the Mysterious Book,https://psnprofiles.com/guide/12061-atelier-sophie-the-alchemist-of-the-mysterious-book-trophy-guide,PS4 PS3 Vita,3/10,50,20.90%,"27,403",,0,24
Hyperdimension Neptunia Re;Birth3: V Generation,https://psnprofiles.com/guide/3025-hyperdimension-neptunia-rebirth3-v-generation-trophy-guide,Vita,3/10,50,21.08%,"51,470",4/5,28,76
LEGO Marvel's Avengers,https://psnprofiles.com/guide/3901-lego-marvels-avengers-trophy-guide,PS4,3/10,40,21.10%,"106,533",5/5,23,188
Humanity,https://psnprofiles.com/guide/16824-humanity-trophy-guide,PS5,3/10,15,21.18%,"70,455",5/5,24,90
Five Nights at Freddy's: Help Wanted 2,https://psnprofiles.com/guide/18315-five-nights-at-freddys-help-wanted-2-trophy-guide,PS5,3/10,20,21.21%,"10,598",,0,6
Mark of the Ninja Remastered,https://psnprofiles.com/guide/10456-mark-of-the-ninja-remastered-trophy-guide,PS4,3/10,15,21.23%,"27,459",5/5,5,27
Crash Time 5: Undercover,https://psnprofiles.com/guide/731-crash-time-5-undercover-trophy-guide,PS3,3/10,20,21.23%,"6,145",,0,2
Star Wars Jedi: Fallen Order,https://psnprofiles.com/guide/9339-star-wars-jedi-fallen-order-trophy-guide,PS4,3/10,30,21.29%,"653,832",5/5,53,841
Azur Lane: Crosswave,https://psnprofiles.com/guide/9705-azur-lane-crosswave-trophy-guide,PS4,3/10,25,21.34%,"34,424",5/5,9,34
One Piece: Burning Blood,https://psnprofiles.com/guide/4604-one-piece-burning-blood-trophy-guide,PS4 Vita,3/10,20,21.36%,"55,259",4/5,20,55
Bramble: The Mountain King,https://psnprofiles.com/guide/17308-bramble-the-mountain-king-trophy-guide,PS5,3/10,6,21.44%,"15,499",,0,11
Crossing Souls,https://psnprofiles.com/guide/8335-crossing-souls-trophy-guide,PS4,3/10,10,21.44%,"22,967",3/5,9,19
Odin Sphere Leifthrasir,https://psnprofiles.com/guide/4548-odin-sphere-leifthrasir-trophy-guide,PS4 PS3 Vita,3/10,35,21.44%,"114,021",5/5,35,177
Dragon Quest Builders 2,https://psnprofiles.com/guide/8943-dragon-quest-builders-2-trophy-guide,PS4,3/10,50,21.45%,"63,455",5/5,10,62
Ni no Kuni II: Revenant Kingdom,https://psnprofiles.com/guide/7351-ni-no-kuni-ii-revenant-kingdom-trophy-guide,PS4,3/10,85,21.47%,"135,344",5/5,40,211
Dragon Quest XI: Echoes of an Elusive Age,https://psnprofiles.com/guide/8464-dragon-quest-xi-echoes-of-an-elusive-age-trophy-guide,PS4,3/10,90,21.49%,"225,018",5/5,31,194
The Sinking City,https://psnprofiles.com/guide/8828-the-sinking-city-trophy-guide,PS4,3/10,25,21.69%,"84,873",5/5,18,71
Tekken Tag Tournament HD,https://psnprofiles.com/guide/14977-tekken-tag-tournament-hd-trophy-guide,PS3,3/10,8,21.73%,"13,057",4/5,9,13
Slender: The Arrival,https://psnprofiles.com/guide/18583-slender-the-arrival-trophy-guide,PS5,3/10,5,21.88%,"3,899",,0,7
Baldur's Gate: Siege of Dragonspear,https://psnprofiles.com/guide/17619-baldurs-gate-siege-of-dragonspear-trophy-guide,PS4,3/10,40,21.99%,"6,505",4/5,5,7
Black Clover: Quartet Knights,https://psnprofiles.com/guide/8662-black-clover-quartet-knights-trophy-guide,PS4,3/10,8,22.04%,"39,646",3/5,16,26
Haven,https://psnprofiles.com/guide/11372-haven-trophy-guide,PS5,3/10,14,22.12%,"97,589",4/5,25,84
Demoniaca: Everlasting Night,https://psnprofiles.com/guide/15820-demoniaca-everlasting-night-trophy-guide,PS5,3/10,10,22.28%,"4,070",,0,3
Naruto x Boruto: Ultimate Ninja Storm Connections,https://psnprofiles.com/guide/18144-naruto-x-boruto-ultimate-ninja-storm-connections-trophy-guide,PS5,3/10,40,22.43%,"30,908",5/5,5,22
Stray,https://psnprofiles.com/guide/14874-stray-trophy-guide,PS4,3/10,7,22.45%,"169,815",5/5,32,163
South Park: The Fractured But Whole,https://psnprofiles.com/guide/6591-south-park-the-fractured-but-whole-trophy-guide,PS4,3/10,20,22.47%,"301,354",5/5,68,369
Truck Racer,https://psnprofiles.com/guide/8496-truck-racer-trophy-guide,PS3,3/10,12,22.49%,"13,530",4/5,10,8
Strange Brigade,https://psnprofiles.com/guide/10260-strange-brigade-trophy-guide,PS4,3/10,30,22.51%,"37,869",5/5,10,19
Rugby 15,https://psnprofiles.com/guide/5115-rugby-15-trophy-guide,PS3,3/10,6,22.56%,"9,413",,0,8
Legends of War: Patton,https://psnprofiles.com/guide/6989-legends-of-war-patton-trophy-guide,PS3,3/10,12,22.64%,"10,971",,0,19
Hogwarts Legacy,https://psnprofiles.com/guide/16103-hogwarts-legacy-trophy-guide,PS5,3/10,50,22.82%,"391,115",5/5,83,442
Assassin's Creed II,https://psnprofiles.com/guide/208-assassins-creed-ii-trophy-guide,PS3,3/10,20,22.92%,"372,220",5/5,47,538
The Deadly Tower of Monsters,https://psnprofiles.com/guide/3845-the-deadly-tower-of-monsters-trophy-guide,PS4,3/10,7,22.96%,"47,997",5/5,51,135
Alex Kidd in Miracle World DX,https://psnprofiles.com/guide/14372-alex-kidd-in-miracle-world-dx-trophy-guide,PS5,3/10,5,22.98%,"47,358",4/5,5,32
Bridge Constructor Portal,https://psnprofiles.com/guide/14540-bridge-constructor-portal-trophy-guide,PS4,3/10,15,22.99%,"12,315",,0,10
Yonder: The Cloud Catcher Chronicles,https://psnprofiles.com/guide/6389-yonder-the-cloud-catcher-chronicles-trophy-guide,PS4,3/10,25,23.20%,"27,944",5/5,5,40
Sifu,https://psnprofiles.com/guide/14190-sifu-trophy-guide,PS4,3/10,15,23.23%,"235,995",5/5,17,243
Welcome to Hanwell,https://psnprofiles.com/guide/12717-welcome-to-hanwell-trophy-guide,PS4,3/10,10,23.27%,"14,549",,0,7
Tekken 7,https://psnprofiles.com/guide/6092-tekken-7-trophy-guide,PS4,3/10,10,23.35%,"205,975",4/5,69,181
Ghostwire: Tokyo,https://psnprofiles.com/guide/14788-ghostwire-tokyo-trophy-guide,PS5,3/10,40,23.38%,"171,704",5/5,29,172
Mass Effect,https://psnprofiles.com/guide/12222-mass-effect-trophy-guide,PS4,3/10,20,23.45%,"176,778",5/5,38,192
Dave the Diver,https://psnprofiles.com/guide/19514-dave-the-diver-trophy-guide,PS5,3/10,40,23.50%,"36,218",5/5,17,81
Castlevania Advance Collection,https://psnprofiles.com/guide/13115-castlevania-advance-collection-trophy-guide,PS4,3/10,25,23.51%,"76,543",5/5,18,55
God of War II,https://psnprofiles.com/guide/3562-god-of-war-ii-trophy-guide,PS3,3/10,12,23.54%,"169,955",5/5,44,273
Goat Simulator 3,https://psnprofiles.com/guide/15561-goat-simulator-3-trophy-guide,PS5,3/10,25,23.63%,"80,508",5/5,19,44
Owlboy,https://psnprofiles.com/guide/10293-owlboy-trophy-guide,PS4,3/10,10,23.66%,"23,352",5/5,5,35
LEGO Batman 2: DC Super Heroes,https://psnprofiles.com/guide/4946-lego-batman-2-dc-super-heroes-trophy-guide,Vita,3/10,20,23.74%,"44,507",5/5,8,48
Final Fantasy VII,https://psnprofiles.com/guide/3661-final-fantasy-vii-trophy-guide,PS4,3/10,40,23.87%,"459,942",4/5,93,472
Star Wars: Republic Commando,https://psnprofiles.com/guide/11984-star-wars-republic-commando-trophy-guide,PS4,3/10,15,23.97%,"51,832",5/5,11,77
Defense Grid 2,https://psnprofiles.com/guide/2566-defense-grid-2-trophy-guide,PS4,3/10,25,24.01%,"27,481",5/5,7,32
Final Fantasy XVI,https://psnprofiles.com/guide/17065-final-fantasy-xvi-trophy-guide,PS5,3/10,75,24.06%,"240,111",5/5,98,215
Crystar,https://psnprofiles.com/guide/14958-crystar-trophy-guide,PS4,3/10,40,24.11%,"11,955",5/5,5,20
Anno: Mutationem,https://psnprofiles.com/guide/15657-anno-mutationem-trophy-guide,PS5,3/10,15,24.20%,"20,958",,0,26
Assassin's Creed Origins,https://psnprofiles.com/guide/6626-assassins-creed-origins-trophy-guide,PS4,3/10,50,24.20%,"483,099",5/5,126,737
Indivisible,https://psnprofiles.com/guide/11155-indivisible-trophy-guide,PS4,3/10,25,24.21%,"50,090",5/5,8,43
LEGO Movie: The Videogame,https://psnprofiles.com/guide/4559-lego-movie-the-videogame-trophy-guide,Vita,3/10,15,24.24%,"36,850",4/5,7,70
LEGO Marvel Super Heroes: Universe in Peril,https://psnprofiles.com/guide/1409-lego-marvel-super-heroes-universe-in-peril-trophy-guide,Vita,3/10,15,24.40%,"35,400",4/5,16,51
Centipede: Recharged,https://psnprofiles.com/guide/16089-centipede-recharged-trophy-guide,PS5,3/10,3,24.43%,"2,145",,0,4
35MM,https://psnprofiles.com/guide/14110-35mm-trophy-guide,PS4,3/10,8,24.52%,"12,054",,0,7
Shredders,https://psnprofiles.com/guide/15662-shredders-trophy-guide,PS5,3/10,10,24.58%,"9,423",,0,12
Cult of the Lamb,https://psnprofiles.com/guide/14999-cult-of-the-lamb-trophy-guide,PS5,3/10,15,24.60%,"148,026",4/5,35,146
Kamiko,https://psnprofiles.com/guide/17876-kamiko-trophy-guide,PS4,3/10,3,24.64%,"1,758",,0,6
Dex,https://psnprofiles.com/guide/8089-dex-trophy-guide,PS4,3/10,15,24.70%,"14,127",,0,23
SpongeBob SquarePants: Battle for Bikini Bottom,https://psnprofiles.com/guide/10416-spongebob-squarepants-battle-for-bikini-bottom-trophy-guide,PS4,3/10,10,24.73%,"69,314",4/5,50,119
SpongeBob SquarePants: Battle for Bikini Bottom,https://psnprofiles.com/guide/10421-spongebob-squarepants-battle-for-bikini-bottom-trophy-guide,PS4,3/10,14,24.73%,"201,283",4/5,55,191
Final Fantasy XV,https://psnprofiles.com/guide/5390-final-fantasy-xv-trophy-guide,PS4,3/10,80,24.76%,"347,896",5/5,54,634
Lost in Random,https://psnprofiles.com/guide/12996-lost-in-random-trophy-guide,PS5,3/10,15,24.80%,"63,969",4/5,13,40
Escape from Life Inc,https://psnprofiles.com/guide/14991-escape-from-life-inc-trophy-guide,PS4,3/10,4,25.00%,"2,142",,0,4
Wintermoor Tactics Club,https://psnprofiles.com/guide/13546-wintermoor-tactics-club-trophy-guide,PS4,3/10,20,25.00%,"5,684",,0,2
DreadOut 2,https://psnprofiles.com/guide/14995-dreadout-2-trophy-guide,PS5,3/10,7,25.04%,"8,097",,0,7
InnerSpace,https://psnprofiles.com/guide/6965-innerspace-trophy-guide,PS4,3/10,5,25.09%,"14,486",,0,27
Crysis,https://psnprofiles.com/guide/1504-crysis-trophy-guide,PS3,3/10,10,25.16%,"116,253",5/5,13,125
Far Cry: New Dawn,https://psnprofiles.com/guide/8377-far-cry-new-dawn-trophy-guide,PS4,3/10,20,25.19%,"197,761",5/5,41,227
Far Cry Primal,https://psnprofiles.com/guide/4003-far-cry-primal-trophy-guide,PS4,3/10,24,25.21%,"218,282",5/5,70,385
Stranger Things 3,https://psnprofiles.com/guide/8846-stranger-things-3-trophy-guide,PS4,3/10,12,25.23%,"24,330",4/5,5,24
El Hijo,https://psnprofiles.com/guide/15755-el-hijo-trophy-guide,PS4,3/10,18,25.29%,"10,309",,0,6
CASE: Animatronics,https://psnprofiles.com/guide/13109-case-animatronics-trophy-guide,PS4,3/10,1,25.32%,"6,242",,0,4
Sakuna: Of Rice and Ruin,https://psnprofiles.com/guide/19148-sakuna-of-rice-and-ruin-trophy-guide,PS4,3/10,30,25.32%,"3,374",,0,20
Chernobylite,https://psnprofiles.com/guide/16150-chernobylite-trophy-guide,PS5,3/10,20,25.66%,"15,919",,0,29
Immortals Fenyx Rising,https://psnprofiles.com/guide/11374-immortals-fenyx-rising-trophy-guide,PS5,3/10,40,25.80%,"265,864",5/5,40,284
Mary Skelter: Nightmares,https://psnprofiles.com/guide/6994-mary-skelter-nightmares-trophy-guide,Vita,3/10,45,25.86%,"57,662",,0,46
Thronebreaker: The Witcher Tales,https://psnprofiles.com/guide/13498-thronebreaker-the-witcher-tales-trophy-guide,PS4,3/10,35,25.94%,"38,921",4/5,17,36
Jak and Daxter: The Lost Frontier,https://psnprofiles.com/guide/19165-jak-and-daxter-the-lost-frontier-trophy-guide,PS5,3/10,7,25.95%,"2,776",,0,8
Outriders,https://psnprofiles.com/guide/12005-outriders-trophy-guide,PS5,3/10,40,26.01%,"85,160",5/5,12,74
Aragami 2,https://psnprofiles.com/guide/17624-aragami-2-trophy-guide,PS4,3/10,25,26.03%,"6,695",,0,16
Demon Gaze II,https://psnprofiles.com/guide/7492-demon-gaze-ii-trophy-guide,Vita,3/10,35,26.06%,"30,709",5/5,6,26
Super Neptunia RPG,https://psnprofiles.com/guide/10601-super-neptunia-rpg-trophy-guide,PS4,3/10,40,26.09%,"31,802",4/5,7,23
Going Under,https://psnprofiles.com/guide/13517-going-under-trophy-guide,PS4,3/10,15,26.13%,"15,556",5/5,5,15
Adventures of Mana,https://psnprofiles.com/guide/5000-adventures-of-mana-trophy-guide,Vita,3/10,21,26.20%,"35,182",5/5,16,57
inFamous: Second Son,https://psnprofiles.com/guide/454-infamous-second-son-trophy-guide,PS4,3/10,20,26.27%,"314,839",5/5,141,703
inFamous: Second Son,https://psnprofiles.com/guide/14079-infamous-second-son-trophy-guide,PS4,3/10,20,26.27%,"28,853",5/5,30,61
The Last of Us Part II,https://psnprofiles.com/guide/10411-the-last-of-us-part-ii-trophy-guide,PS4,3/10,35,26.32%,"443,469",5/5,159,590
涼宮ハルヒの追想,https://psnprofiles.com/guide/2053-%E6%B6%BC%E5%AE%AE%E3%83%8F%E3%83%AB%E3%83%92%E3%81%AE%E8%BF%BD%E6%83%B3-trophy-guide,PS3,3/10,25,26.38%,"2,235",,0,8
Hot Shots Golf,https://psnprofiles.com/guide/14936-hot-shots-golf-trophy-guide,PS4,3/10,15,26.42%,"20,869",,0,18
The Council,https://psnprofiles.com/guide/10303-the-council-trophy-guide,PS4,3/10,18,26.61%,"46,224",5/5,14,48
XBlaze Code: Embryo,https://psnprofiles.com/guide/1150-xblaze-code-embryo-trophy-guide,Vita,3/10,20,26.71%,"21,535",4/5,8,38
Happy's Humble Burger Farm,https://psnprofiles.com/guide/15795-happys-humble-burger-farm-trophy-guide,PS4,3/10,9,26.91%,"9,862",,0,7
DreamWorks Super Star Kartz,https://psnprofiles.com/guide/880-dreamworks-super-star-kartz-trophy-guide,PS3,3/10,12,27.09%,"7,394",,0,6
Assassin's Creed Odyssey,https://psnprofiles.com/guide/8002-assassins-creed-odyssey-trophy-guide,PS4,3/10,70,27.09%,"542,917",5/5,126,724
Puella Magi Madoka Magica: The Battle Pentagram,https://psnprofiles.com/guide/4796-puella-magi-madoka-magica-the-battle-pentagram-trophy-guide,Vita,3/10,35,27.16%,"7,968",,0,22
Battleship,https://psnprofiles.com/guide/6039-battleship-trophy-guide,PS3,3/10,10,27.18%,"9,666",,0,13
アイドルマスター　スターリットシーズン,https://psnprofiles.com/guide/13139-%E3%82%A2%E3%82%A4%E3%83%89%E3%83%AB%E3%83%9E%E3%82%B9%E3%82%BF%E3%83%BC-%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%AA%E3%83%83%E3%83%88%E3%82%B7%E3%83%BC%E3%82%BA%E3%83%B3-trophy-guide,PS4,3/10,75,27.21%,"2,990",,0,6
Death Tales,https://psnprofiles.com/guide/11771-death-tales-trophy-guide,PS5,3/10,7,27.25%,"8,040",,0,1
Dishonored: Death of the Outsider,https://psnprofiles.com/guide/6484-dishonored-death-of-the-outsider-trophy-guide,PS4,3/10,10,27.30%,"81,310",4/5,27,112
Stray,https://psnprofiles.com/guide/14877-stray-trophy-guide,PS5,3/10,8,27.35%,"199,883",5/5,80,275
Nelke & the Legendary Alchemists: Ateliers of the New World,https://psnprofiles.com/guide/12532-nelke-the-legendary-alchemists-ateliers-of-the-new-world-trophy-guide,PS4 Vita,3/10,60,27.43%,"13,640",,0,12
龍が如く6 命の詩,https://psnprofiles.com/guide/6440-%E9%BE%8D%E3%81%8C%E5%A6%82%E3%81%8F6-%E5%91%BD%E3%81%AE%E8%A9%A9-trophy-guide,PS4,3/10,40,27.58%,"169,738",,0,80
The House of the Dead: Remake,https://psnprofiles.com/guide/14342-the-house-of-the-dead-remake-trophy-guide,PS4,3/10,7,27.71%,"46,521",5/5,5,19
Horizon Zero Dawn,https://psnprofiles.com/guide/5810-horizon-zero-dawn-trophy-guide,PS4,3/10,40,27.83%,"814,863",5/5,324,"1,590"
High on Life,https://psnprofiles.com/guide/17211-high-on-life-trophy-guide,PS5,3/10,12,28.12%,"75,160",5/5,12,61
It Takes Two,https://psnprofiles.com/guide/14366-it-takes-two-trophy-guide,PS5,3/10,15,28.57%,"240,573",5/5,41,157
South Park: Snow Day!,https://psnprofiles.com/guide/19713-south-park-snow-day-trophy-guide,PS5,3/10,8,28.59%,882,,0,3
Madagascar Kartz,https://psnprofiles.com/guide/14942-madagascar-kartz-trophy-guide,PS3,3/10,7,28.82%,"5,223",,0,7
Persona 3 Reload,https://psnprofiles.com/guide/18798-persona-3-reload-trophy-guide,PS5,3/10,60,28.87%,"122,367",,0,36
NieR: Automata,https://psnprofiles.com/guide/5884-nier-automata-trophy-guide,PS4,3/10,60,29.04%,"425,668",5/5,106,488
Marvel's Guardians of the Galaxy,https://psnprofiles.com/guide/13221-marvels-guardians-of-the-galaxy-trophy-guide,PS5,3/10,20,29.05%,"388,367",4/5,79,492
A Hat in Time,https://psnprofiles.com/guide/6802-a-hat-in-time-trophy-guide,PS4,3/10,20,29.26%,"96,429",5/5,19,107
Death end re;Quest 2,https://psnprofiles.com/guide/17535-death-end-request-2-trophy-guide,PS4,3/10,30,29.34%,"3,313",,0,6
Trover Saves The Universe,https://psnprofiles.com/guide/10021-trover-saves-the-universe-trophy-guide,PS4,3/10,10,29.35%,"33,173",5/5,10,26
Blue Reflection: Second Light,https://psnprofiles.com/guide/13301-blue-reflection-second-light-trophy-guide,PS4,3/10,50,29.46%,"27,026",5/5,10,19
Cosmic Star Heroine,https://psnprofiles.com/guide/6741-cosmic-star-heroine-trophy-guide,PS4,3/10,15,29.79%,"40,688",5/5,15,65
Ratchet & Clank: Into the Nexus,https://psnprofiles.com/guide/1862-ratchet-clank-into-the-nexus-trophy-guide,PS3,3/10,20,29.82%,"77,067",5/5,24,126
Demon's Tier+,https://psnprofiles.com/guide/18331-demons-tier-trophy-guide,PS5,3/10,8,30.08%,"2,730",,0,3
Final Fantasy VIII,https://psnprofiles.com/guide/9066-final-fantasy-viii-trophy-guide,PS4,3/10,45,30.08%,"263,385",4/5,94,183
Senran Kagura Estival Versus,https://psnprofiles.com/guide/4120-senran-kagura-estival-versus-trophy-guide,PS4,3/10,30,30.52%,"59,434",5/5,23,104
Heavy Fire: Afghanistan,https://psnprofiles.com/guide/2793-heavy-fire-afghanistan-trophy-guide,PS3,3/10,5,30.79%,"14,458",5/5,5,16
Jurassic: The Hunted,https://psnprofiles.com/guide/10472-jurassic-the-hunted-trophy-guide,PS3,3/10,7,31.04%,"8,002",,0,11
Dragon Ball Z: Kakarot,https://psnprofiles.com/guide/13706-dragon-ball-z-kakarot-trophy-guide,PS4,3/10,40,31.32%,"158,579",4/5,31,144
Star Wars: Battlefront Classic Collection,https://psnprofiles.com/guide/19057-star-wars-battlefront-classic-collection-trophy-guide,PS4,3/10,15,31.41%,"16,657",,0,22
Kona,https://psnprofiles.com/guide/6590-kona-trophy-guide,PS4,3/10,10,31.42%,"65,761",4/5,18,77
Shadwen,https://psnprofiles.com/guide/6641-shadwen-trophy-guide,PS4,3/10,15,31.47%,"12,776",5/5,10,21
VA-11 Hall-A,https://psnprofiles.com/guide/9120-va-11-hall-a-trophy-guide,PS4,3/10,2,31.57%,"33,802",4/5,17,39
The Medium,https://psnprofiles.com/guide/14968-the-medium-trophy-guide,PS5,3/10,10,31.71%,"73,153",3/5,21,82
Theatrhythm: Final Bar Line,https://psnprofiles.com/guide/16168-theatrhythm-final-bar-line-trophy-guide,PS4,3/10,45,31.81%,"21,193",4/5,18,20
After Us,https://psnprofiles.com/guide/18096-after-us-trophy-guide,PS5,3/10,10,31.85%,"7,213",,0,13
Sonic Frontiers,https://psnprofiles.com/guide/15829-sonic-frontiers-trophy-guide,PS5,3/10,25,32.01%,"11,789",,0,25
Resident Evil 3,https://psnprofiles.com/guide/9983-resident-evil-3-trophy-guide,PS4,3/10,20,32.05%,"94,525",5/5,40,190
BDSM: Big Drunk Satanic Massacre,https://psnprofiles.com/guide/16699-bdsm-big-drunk-satanic-massacre-trophy-guide,PS4,3/10,4,32.09%,"4,410",,0,9
F.I.S.T.: Forged In Shadow Torch,https://psnprofiles.com/guide/13258-fist-forged-in-shadow-torch-trophy-guide,PS5,3/10,20,32.26%,"52,287",4/5,10,37
Atelier Ryza 2: Lost Legends & the Secret Fairy,https://psnprofiles.com/guide/17249-atelier-ryza-2-lost-legends-the-secret-fairy-trophy-guide,PS5,3/10,60,33.03%,"8,840",,0,17
MediEvil Remake,https://psnprofiles.com/guide/10973-medievil-remake-trophy-guide,PS4,3/10,15,33.05%,"153,002",5/5,49,183
Star Wars Jedi: Survivor,https://psnprofiles.com/guide/16676-star-wars-jedi-survivor-trophy-guide,PS5,3/10,50,33.06%,"271,049",5/5,59,226
Shenmue,https://psnprofiles.com/guide/7739-shenmue-trophy-guide,PS4,3/10,14,33.22%,"101,361",5/5,30,109
Spyro 3: Year of the Dragon,https://psnprofiles.com/guide/8036-spyro-3-year-of-the-dragon-trophy-guide,PS4,3/10,7,33.23%,"126,651",5/5,47,214
Atelier Sophie: The Alchemist of the Mysterious Book DX,https://psnprofiles.com/guide/12070-atelier-sophie-the-alchemist-of-the-mysterious-book-dx-trophy-guide,PS4,3/10,40,33.33%,"21,268",,0,19
Narita Boy,https://psnprofiles.com/guide/12019-narita-boy-trophy-guide,PS4,3/10,8,33.53%,"25,849",5/5,6,21
God of War: Chains of Olympus,https://psnprofiles.com/guide/2031-god-of-war-chains-of-olympus-trophy-guide,PS3,3/10,10,33.56%,"99,600",4/5,55,173
Assassin's Creed II,https://psnprofiles.com/guide/18569-assassins-creed-ii-trophy-guide,PS4,3/10,30,33.79%,"11,572",5/5,17,49
Astro Aqua Kitty,https://psnprofiles.com/guide/17968-astro-aqua-kitty-trophy-guide,Vita,3/10,8,33.96%,"1,867",,0,3
Rainbow Billy: The Curse of the Leviathan,https://psnprofiles.com/guide/15843-rainbow-billy-the-curse-of-the-leviathan-trophy-guide,PS4,3/10,20,33.99%,"8,871",,0,5
The Mummy Demastered,https://psnprofiles.com/guide/7034-the-mummy-demastered-trophy-guide,PS4,3/10,5,34.16%,"21,559",4/5,5,21
The Order: 1886,https://psnprofiles.com/guide/2435-the-order-1886-trophy-guide,PS4,3/10,10,34.30%,"164,896",5/5,123,432
God of War: Ghost of Sparta,https://psnprofiles.com/guide/1927-god-of-war-ghost-of-sparta-trophy-guide,PS3,3/10,15,34.32%,"108,267",5/5,50,166
Dead Island 2,https://psnprofiles.com/guide/16604-dead-island-2-trophy-guide,PS5,3/10,20,34.46%,"69,114",4/5,12,67
Ratchet & Clank 2: Going Commando,https://psnprofiles.com/guide/30-ratchet-clank-2-going-commando-trophy-guide,PS3,3/10,15,34.49%,"109,833",4/5,37,187
Atelier Ryza: Ever Darkness & the Secret Hideout,https://psnprofiles.com/guide/9294-atelier-ryza-ever-darkness-the-secret-hideout-trophy-guide,PS4,3/10,40,34.49%,"125,959",5/5,26,81
Speed Crew,https://psnprofiles.com/guide/18949-speed-crew-trophy-guide,PS5,3/10,8,34.65%,"1,466",,0,7
